author_id,name,fields_of_study,publication_count,h_index,citation_count,avg_self_similarity,std_self_similarity
A5103738513,M. Schram,Physics and Astronomy,4,4,140,,
A5103532090,P. M. Patel,Physics and Astronomy,4,4,115,,
A5015792785,H. S. Kim,Physics and Astronomy,4,4,80,,
A5033813657,Oscar Ávila-Ǻkerberg,Neuroscience; Physics and Astronomy; Computer Science,6,4,173,,
A5062447529,Ayşe Melis Aygar,Materials Science; Engineering; Physics and Astronomy,9,4,50,,
A5059629191,J. Montgomery,Physics and Astronomy,9,4,33,,
A5038651109,Nasrollah Karampour,Physics and Astronomy; Engineering; Materials Science,12,4,32,,
A5106668695,Zhan Li,Physics and Astronomy; Computer Science,22,4,49,,
A5040245943,Marcia E. Knutt-Wehlau,Physics and Astronomy,5,4,34,,
A5104507977,S. H. Robertson,Physics and Astronomy,8,4,132,,
A5034083166,Yu Ping Zhang,Materials Science; Physics and Astronomy; Arts and Humanities,5,4,237,,
A5021451966,Serban Dobroiu,"Engineering; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",12,4,72,,
A5020753891,K.S. Kuchela,Physics and Astronomy; Engineering,12,4,30,,
A5015437588,Abdolhamid Akbarzadeh,Engineering; Physics and Astronomy,22,4,56,,
A5004327594,Suman Jyoti De,Physics and Astronomy; Materials Science,12,4,46,,
A5035714061,J. Masters,Medicine; Physics and Astronomy,9,4,46,,
A5110722842,Mohammad Yaghoubi,Neuroscience; Physics and Astronomy,13,4,147,,
A5015203122,Dany Plouffe,Earth and Planetary Sciences; Environmental Science; Physics and Astronomy,6,4,492,,
A5009562407,Samar Kaifi,Medicine; Physics and Astronomy,6,4,246,,
A5078136258,E. Shoukry,Engineering; Physics and Astronomy,8,4,28,,
A5102989520,Rejane Franco,"Medicine; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",23,4,37,,
A5025209657,Oleg Gubanov,Engineering; Physics and Astronomy; Earth and Planetary Sciences,9,4,68,,
A5075033946,Daren Elkrief,"Medicine; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",8,4,168,,
A5019291670,D F Wilford,Physics and Astronomy; Materials Science,5,4,117,,
A5020744617,Krum Asiev,Physics and Astronomy; Medicine; Agricultural and Biological Sciences,9,4,108,,
A5013378069,Joel Mullins,Physics and Astronomy; Medicine; Agricultural and Biological Sciences,9,4,36,,
A5008500933,Samuel Trépanier,Physics and Astronomy,6,4,262,,
A5008244055,Anna Delahaye,Physics and Astronomy,6,4,121,,
A5005770411,Jean Langot,Physics and Astronomy; Engineering; Materials Science,9,4,39,,
A5059482043,James Hormuzdiar,Physics and Astronomy,8,4,60,,
A5058942379,Yingjie Qian,Computer Science; Mathematics; Physics and Astronomy,8,4,28,,
A5005061149,Gilbert J. Jaar,Engineering; Physics and Astronomy,4,4,135,,
A5085124727,Boting Li,Physics and Astronomy; Engineering,24,4,85,,
A5065341346,Wyatt A. Behn,Materials Science; Physics and Astronomy; Energy,24,4,114,,
A5057284553,Jack Borthwick,Mathematics; Physics and Astronomy,24,4,65,,
A5010866787,Isabelle Lavoie,Medicine; Physics and Astronomy,5,4,69,,
A5001582809,A.J. Rodolakis,Engineering; Physics and Astronomy,9,4,154,,
A5008921812,Jiangning Luo,Computer Science; Engineering; Physics and Astronomy,5,4,232,,
A5077250653,Jayson Zhang,Materials Science; Physics and Astronomy; Medicine,4,4,39,,
A5112758953,M. Levin,Medicine; Neuroscience; Physics and Astronomy,18,4,145,,
A5074136758,Chris Godbout,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Materials Science",4,4,297,,
A5073075425,Benedict H. K. Lee,Engineering; Earth and Planetary Sciences; Physics and Astronomy,4,4,116,,
A5107943284,N. Warrack,Physics and Astronomy,7,4,202,,
A5107917018,S. H. Robertson,Physics and Astronomy,7,4,117,,
A5105706442,C. M. Robles Gajardo,Physics and Astronomy,7,4,437,,
A5091177510,Li Cheng-Zhang,Physics and Astronomy; Materials Science; Engineering,13,4,87,,
A5089147433,Elizabeth Ledwosinska,Materials Science; Physics and Astronomy; Engineering,10,4,420,,
A5067845586,K. Oyama-Gannon,Physics and Astronomy; Materials Science,4,4,59,,
A5112544991,J-L Meunier,Materials Science; Physics and Astronomy; Engineering,5,4,83,,
A5111654094,Jacques Ouellet,Engineering; Physics and Astronomy,5,4,245,,
A5047569438,M. A. Dobbs,Physics and Astronomy,8,4,43,,
A5092829043,Vadym Bidula,Physics and Astronomy; Environmental Science; Engineering,7,4,76,,
A5074667431,M. Dorica,Engineering; Physics and Astronomy,10,4,89,,
A5046616773,Jan Borchmann,Physics and Astronomy; Materials Science,8,4,66,,
A5045858982,Richard Talbot,"Physics and Astronomy; Engineering; Biochemistry, Genetics and Molecular Biology",8,4,57,,
A5067362510,Egang Lu,Physics and Astronomy; Engineering,4,4,402,,
A5067239327,Nageswara R. Ghattamaneni,Materials Science; Engineering; Physics and Astronomy,4,4,794,,
A5085755198,Michael Zamfir,Physics and Astronomy; Earth and Planetary Sciences; Engineering,7,4,102,,
A5037631869,Hong Ren,Physics and Astronomy; Engineering; Materials Science,8,4,98,,
A5059122829,William Georges,Engineering; Materials Science; Physics and Astronomy,13,4,247,,
A5113550038,A. Serge Arsenault,Neuroscience; Medicine; Physics and Astronomy,6,4,113,,
A5111645696,Evgenij Kritchevski,Mathematics; Physics and Astronomy,6,4,128,,
A5034864967,Alessandro Ricottone,Physics and Astronomy; Computer Science,8,4,35,,
A5082350660,Surabhi Joshi,Engineering; Physics and Astronomy; Materials Science,7,4,84,,
A5033314347,Mina Spasojevic,Engineering; Physics and Astronomy,8,4,106,,
A5111823658,Y. Mori,Engineering; Physics and Astronomy; Medicine,19,4,120,,
A5107924105,C. Nelson,Physics and Astronomy,6,4,90,,
A5107923712,S. P. Mc Kee,Physics and Astronomy,6,4,128,,
A5107919796,T. Vafeiadis,Physics and Astronomy,6,4,76,,
A5024481566,S. Rabie,Engineering; Physics and Astronomy,8,4,28,,
A5014870191,Z. Wang,Physics and Astronomy; Earth and Planetary Sciences,13,4,48,,
A5012854579,Sajjad Feizollah,Medicine; Chemistry; Physics and Astronomy,13,4,43,,
A5027729132,Jad Alshami,Medicine; Physics and Astronomy; Materials Science,10,3,436,,
A5016310337,Ziyuan Wang,Decision Sciences; Physics and Astronomy; Mathematics,8,3,643,,
A5013486443,Stephen Kamp,Materials Science; Engineering; Physics and Astronomy,8,3,146,,
A5010871098,Yan Gobeil,Physics and Astronomy; Mathematics,8,3,157,,
A5088363514,Till Hagedorn,Physics and Astronomy; Engineering,5,3,77,,
A5086008126,Mohini Ramkaran,"Physics and Astronomy; Materials Science; Biochemistry, Genetics and Molecular Biology",5,3,24,,
A5085271986,Yi Sang,Physics and Astronomy; Engineering,5,3,534,,
A5060250794,E. Shabazian,Chemistry; Physics and Astronomy,4,3,158,,
A5008407585,Marwan Kanaan,Engineering; Physics and Astronomy; Social Sciences,8,3,22,,
A5012531555,C. Lund,Physics and Astronomy; Engineering,10,3,35,,
A5011550255,George Tali,"Medicine; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",3,3,24,,
A5081431027,Mehdi El Ouali,Physics and Astronomy; Engineering,5,3,77,,
A5113570069,Dominique Lafleur,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Materials Science",3,3,37,,
A5113497066,S. E. Mclachlin,Physics and Astronomy,3,3,168,,
A5105650188,J. P. Mc Gowan,Physics and Astronomy,9,3,22,,
A5111547533,H. Vali,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Environmental Science",11,3,248,,
A5066923992,M. El Azab,Engineering; Physics and Astronomy; Materials Science,3,3,38,,
A5078170561,Guillaume Payeur,Physics and Astronomy; Earth and Planetary Sciences,6,3,23,,
A5027528549,Gerald Ratzer,Physics and Astronomy; Environmental Science; Computer Science,14,3,16,,
A5027222468,Nitika Vaish,Engineering; Physics and Astronomy,14,3,70,,
A5112391989,S. H. Robertson,Physics and Astronomy,3,3,83,,
A5112194602,Thai-Chau Nguyen-Huynh,Physics and Astronomy; Engineering,3,3,63,,
A5111932914,A. Robinson,Physics and Astronomy,3,3,159,,
A5111896078,J. Mayer,Physics and Astronomy,3,3,50,,
A5111878084,Y. Ye,Physics and Astronomy,3,3,137,,
A5111504723,P. M. Patel,Physics and Astronomy; Engineering,3,3,236,,
A5098402034,Aleksandar Nikic,Engineering; Physics and Astronomy,11,3,44,,
A5050352788,S. J. Lee,Physics and Astronomy,4,3,178,,
A5079689282,Shahriar Al Imam,Materials Science; Physics and Astronomy; Engineering,5,3,77,,
A5077942369,K. Gibbs,Physics and Astronomy; Chemistry; Materials Science,5,3,268,,
A5077871825,Frédéric Thomas-Dupuis,Engineering; Physics and Astronomy,5,3,18,,
A5073281481,Viraj Meruliya,Physics and Astronomy; Mathematics,6,3,41,,
A5004690697,Norihiko. Yoshikawa,Engineering; Physics and Astronomy,3,3,296,,
A5058361140,David Salt,Arts and Humanities; Physics and Astronomy; Psychology,7,3,13,,
A5054912561,Justine Schweizer,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Materials Science",7,3,45,,
A5111410718,Alex Crew,"Physics and Astronomy; Environmental Science; Biochemistry, Genetics and Molecular Biology",3,3,264,,
A5111382907,C. Potter,Physics and Astronomy,3,3,93,,
A5111128932,S. H. Robertson,Physics and Astronomy; Engineering,3,3,23,,
A5076120888,J. Lee,Physics and Astronomy; Chemistry; Neuroscience,9,3,118,,
A5068414160,Oulin Yu,Materials Science; Physics and Astronomy,11,3,64,,
A5067109624,Rouzbeh Modarresi Yazdi,Physics and Astronomy,11,3,29,,
A5110274585,C. T. Potter,Physics and Astronomy,3,3,140,,
A5110195557,K. Kordas,Physics and Astronomy,3,3,150,,
A5062638365,Evangelia Farri,"Medicine; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",3,3,97,,
A5060459966,A B Macallum,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",3,3,25,,
A5072900442,Renata Mutalova,Computer Science; Physics and Astronomy; Engineering,5,3,24,,
A5052336571,Ioana Fugariu,Physics and Astronomy; Medicine; Chemistry,7,3,107,,
A5049164991,Yun Zhong,Physics and Astronomy; Materials Science; Engineering,7,3,35,,
A5067053357,Hamidreza Memarzadeh Tehran,Engineering; Physics and Astronomy,6,3,23,,
A5066062074,Md. A. H. Talukder,Engineering; Physics and Astronomy; Decision Sciences,6,3,28,,
A5058132500,Simon Sehayek,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Neuroscience",11,3,53,,
A5001189387,Catherine D. Edgar,Materials Science; Physics and Astronomy; Agricultural and Biological Sciences,3,3,372,,
A5053806452,David Santiago Ayala Alvarez,Physics and Astronomy; Medicine,11,3,31,,
A5000300667,G. R. Tait,Medicine; Engineering; Physics and Astronomy,3,3,29,,
A5059129992,Gursimranbir Singh,Earth and Planetary Sciences; Physics and Astronomy; Engineering,3,3,43,,
A5043898358,Kuan-Wei Chen,Physics and Astronomy; Social Sciences,28,3,34,,
A5068128527,Nona Abolfathi Nobari,Engineering; Physics and Astronomy; Chemistry,5,3,49,,
A5066146139,Bruce Alstrom,Engineering; Physics and Astronomy,5,3,14,,
A5064672583,Neil D. Cowan,Physics and Astronomy; Materials Science,5,3,105,,
A5063812088,Gabriel William Duchesne,Engineering; Medicine; Physics and Astronomy,5,3,9,,
A5045942307,Matthieu Cadiot,Computer Science; Physics and Astronomy; Mathematics,15,3,20,,
A5039948869,Guillaume Laporte,Physics and Astronomy; Mathematics,4,3,83,,
A5114228504,S. H. Robertson,Physics and Astronomy,4,3,150,,
A5020844232,Jing-An Sun,Physics and Astronomy,11,3,20,,
A5019162833,Aidan W. Schiff-Kearn,Engineering; Chemistry; Physics and Astronomy,11,3,76,,
A5019080598,William Fajzel,Physics and Astronomy; Social Sciences; Earth and Planetary Sciences,11,3,23,,
A5061967559,S. Schaer,Physics and Astronomy,5,3,147,,
A5061539976,Devon Rosner,Physics and Astronomy; Engineering,5,3,123,,
A5054241731,Martin Chewe Sichinga,Physics and Astronomy; Environmental Science; Materials Science,3,3,63,,
A5033078371,J. Tyler,Physics and Astronomy; Engineering,7,3,120,,
A5031272570,S. Mahdavi,Engineering; Materials Science; Physics and Astronomy,7,3,44,,
A5111957530,Richard Léveillé,Physics and Astronomy; Engineering; Environmental Science,4,3,929,,
A5027768396,T. Wager,Physics and Astronomy; Engineering,7,3,167,,
A5109153340,R. Guenette,Physics and Astronomy,3,3,346,,
A5016102436,Bruno Taglietti,Engineering; Physics and Astronomy,11,3,26,,
A5108515036,M. Schram,Physics and Astronomy; Computer Science,3,3,245,,
A5108075811,A. Hölscher,Physics and Astronomy; Computer Science,3,3,126,,
A5107907897,S. H. Robertson,Physics and Astronomy,3,3,273,,
A5107900102,S. H. Robertson,Physics and Astronomy,3,3,151,,
A5107884685,C. Nelson,Physics and Astronomy,3,3,129,,
A5107346574,S. H. Robertson,Physics and Astronomy,3,3,215,,
A5107346491,R. Mantifel,Physics and Astronomy,3,3,362,,
A5107310174,D. Robinson,Physics and Astronomy; Computer Science,3,3,2015,,
A5107296648,D. MacQueen,Physics and Astronomy,3,3,229,,
A5107204518,P. Savard,Physics and Astronomy,3,3,200,,
A5107145857,S. Roe,Physics and Astronomy,3,3,188,,
A5107145281,W. Trischuk,Physics and Astronomy,3,3,200,,
A5012448776,Steven Dahdah,Physics and Astronomy; Engineering; Computer Science,15,3,14,,
A5056260349,Jean-Guy Villemure,Medicine; Physics and Astronomy,6,3,89,,
A5056357308,Alexandre Rekik,Engineering; Physics and Astronomy; Chemistry,5,3,101,,
A5056122857,Nava Zaritsky,Physics and Astronomy; Chemistry,5,3,16,,
A5054407852,Hu Zhou,Chemistry; Physics and Astronomy; Chemical Engineering,5,3,45,,
A5031973422,S. A. Ethier,Earth and Planetary Sciences; Physics and Astronomy,4,3,182,,
A5106916279,Z. Li,Physics and Astronomy,3,3,73,,
A5106792311,S. Pashapour,Physics and Astronomy,3,3,263,,
A5106763906,G. Sganos,Physics and Astronomy,3,3,244,,
A5106748952,S. E. Mclachlin,Physics and Astronomy,3,3,79,,
A5106748527,G. Williams,Physics and Astronomy,3,3,92,,
A5106734050,R. Mazini,Physics and Astronomy,3,3,92,,
A5106470116,S. H. Robertson,Physics and Astronomy,3,3,211,,
A5106306627,S. H. Robertson,Physics and Astronomy,3,3,219,,
A5106294192,C. T. Potter,Physics and Astronomy,3,3,271,,
A5106286172,P. M. Patel,Physics and Astronomy,3,3,149,,
A5051556479,Judith A. Williams,Physics and Astronomy; Decision Sciences; Arts and Humanities,3,3,160,,
A5105837538,B. Stelzer,Physics and Astronomy,3,3,146,,
A5105833022,I. Vollrath,Physics and Astronomy,3,3,433,,
A5105780511,P. M. Patel,Physics and Astronomy,3,3,161,,
A5105543935,T. Kwan,Physics and Astronomy,3,3,809,,
A5105536572,R Mantifel,Physics and Astronomy,3,3,66,,
A5105523046,R. Mantifel,Physics and Astronomy,3,3,259,,
A5105397277,P. M. Patel,Physics and Astronomy,3,3,104,,
A5105301672,B. Hinrichsen,Physics and Astronomy,3,3,242,,
A5105284482,B. Stelzer,Physics and Astronomy,3,3,179,,
A5105275824,P. M. Patel,Physics and Astronomy,3,3,108,,
A5105228296,R. Mazini,Physics and Astronomy,3,3,108,,
A5105141774,W. Trischuk,Physics and Astronomy,3,3,241,,
A5104830282,S. H. Robertson,Physics and Astronomy,3,3,122,,
A5104780174,C. T. Potter,Physics and Astronomy,3,3,82,,
A5104704943,P. M. Patel,Physics and Astronomy; Medicine,3,3,835,,
A5001929820,Brady O'Connor,Physics and Astronomy; Environmental Science; Medicine,11,3,125,,
A5112538820,Minette M. Mohan,Physics and Astronomy; Materials Science; Earth and Planetary Sciences,12,3,155,,
A5111952636,Pen Yin,Medicine; Physics and Astronomy,12,3,175,,
A5051815904,B. R. Voicu,Physics and Astronomy; Computer Science,5,3,9876,,
A5109099971,Olivia Jensen,Earth and Planetary Sciences; Physics and Astronomy; Environmental Science,4,3,174,,
A5051901014,Louis‐Jacques Bourdages,Physics and Astronomy; Environmental Science; Decision Sciences,6,3,22,,
A5107935823,The CHIME FRB Collaboration,Physics and Astronomy; Earth and Planetary Sciences; Engineering,4,3,162,,
A5102261562,Hyebin Jeon,Physics and Astronomy; Social Sciences,12,3,21,,
A5047398118,Melvyn E. Best,Physics and Astronomy,5,3,14,,
A5046241901,G. -Z. Li,Physics and Astronomy; Engineering; Chemistry,5,3,22,,
A5046037357,K. Radtke,Physics and Astronomy; Medicine; Environmental Science,5,3,131,,
A5050185094,Daniel M. Racicot,Neuroscience; Computer Science; Physics and Astronomy,6,3,101,,
A5007434440,Steven Reiter,Engineering; Materials Science; Physics and Astronomy,7,3,35,,
A5045273485,John Nikolopoulos,Engineering; Physics and Astronomy,6,3,47,,
A5107910492,K. Nelson,Physics and Astronomy,4,3,43,,
A5107896838,Y. Li,Physics and Astronomy,4,3,303,,
A5105843625,E. Valiente Moreno,Physics and Astronomy,4,3,23,,
A5024832558,V. C. Maripuri,Engineering; Chemical Engineering; Physics and Astronomy,4,3,67,,
A5047356465,D. Filiatrault-Brosseau,Engineering; Physics and Astronomy,3,3,13,,
A5062445406,Z. M. McIntyre,Computer Science; Physics and Astronomy,12,3,26,,
A5014714872,Véronique Fortier,Medicine; Physics and Astronomy,32,3,67,,
A5021953423,Michael Hui,Engineering; Physics and Astronomy,4,3,40,,
A5019505006,A. Alousi,Physics and Astronomy; Chemistry,4,3,59,,
A5018971953,Guler Yamanoglu,Engineering; Environmental Science; Physics and Astronomy,4,3,73,,
A5036364290,Élie Bouffard,Physics and Astronomy; Engineering,6,3,36,,
A5034434902,X. Chen,Materials Science; Physics and Astronomy,6,3,253,,
A5091280163,W. Al Tamimi,Physics and Astronomy; Chemistry,3,3,56,,
A5111780765,C. Dufour,Physics and Astronomy; Earth and Planetary Sciences; Computer Science,8,3,58,,
A5043610661,Maria-Iulia Comanici,Engineering; Physics and Astronomy,5,3,28,,
A5017899649,Prakash Panagaden,Computer Science; Physics and Astronomy,4,3,78,,
A5017686805,Eléonore Haberer,Medicine; Physics and Astronomy,4,3,66,,
A5033780559,Aayushi Kulshrestha,Social Sciences; Computer Science; Physics and Astronomy,6,3,24,,
A5090808860,Yu-Jack Shen,Engineering; Materials Science; Physics and Astronomy,3,3,17,,
A5064645370,Bill P. Truong,Physics and Astronomy; Materials Science,9,3,47,,
A5039779872,D. G. MARSHALL,Physics and Astronomy; Engineering; Energy,3,3,44,,
A5040141393,P.C. Sullivan,Physics and Astronomy; Materials Science,5,3,21,,
A5039227536,Lisa McBride,Physics and Astronomy; Engineering; Earth and Planetary Sciences,3,3,181,,
A5015169263,Michal Depa,Engineering; Physics and Astronomy,4,3,49,,
A5014638437,P. Weissfloch,Physics and Astronomy; Engineering,4,3,21,,
A5013387019,Sebastian K. Hampl,Engineering; Chemistry; Physics and Astronomy,4,3,61,,
A5012201902,H. B. Wang,Materials Science; Physics and Astronomy; Chemistry,4,3,110,,
A5052960629,Anusar Farooqui,Engineering; Physics and Astronomy; Earth and Planetary Sciences,9,3,16,,
A5037012594,H. Kim,Physics and Astronomy,3,3,148,,
A5035668759,Laurent Guenin,Engineering; Physics and Astronomy,3,3,25,,
A5109408805,A. Even,Physics and Astronomy; Materials Science; Social Sciences,8,3,170,,
A5105250129,Kenneth J. Ragan,Physics and Astronomy; Computer Science,8,3,233,,
A5022090967,Janet L. Gordon,"Environmental Science; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",12,3,117,,
A5018687381,Nirmalya Brahma,Physics and Astronomy,12,3,40,,
A5021724570,R. Abdouche,Physics and Astronomy; Engineering; Materials Science,6,3,55,,
A5020551693,Anne-Sophie Lucier,Physics and Astronomy; Engineering,6,3,114,,
A5018342447,Jean A. Baldwin,"Physics and Astronomy; Materials Science; Biochemistry, Genetics and Molecular Biology",6,3,209,,
